top # of balance,,spam_score,adr,balance@0516,note,
3824,spam_score:,0,GADRPDKZJW7SHB5AX6J74B6YVFA3IOUEKM52TLLCDVXXAG5S7YBMUOC6,"3,131 ",,
3825,spam_score:,0,GCXJFAKZGNL4KMDH4AGF2F2G7LDDUIM5ESC3GVRGWKE6D62B6YQI4TSH,"3,130 ",,
3826,spam_score:,0,GAQTXPMBWH6TMCPGZXUC2OBNCXMADWPIEGPICFL34WKAS5K6VDFIWYHY,"3,130 ",,
3828,spam_score:,0,GD2DER4LFQDQAMLWJA33WMRPRU2MEUGQFEUVBFV6F6DJWNK66WB7KL6X,"3,130 ",,
3829,spam_score:,0,GCPAKS4KV6LEACI7U5YCJGUQQ7WU5RTPY4VUQWRAMNXFZLRTY5MIWADF,"3,129 ",,
3834,spam_score:,0,GAIUD46S32VLNF6JLUMMPQXCD4IUGPWHQ4ANU6VWPFXK2SR3HIP5ZJPG,"3,125 ",,
3836,spam_score:,0,GBQM5RICVS6CQFGQ4CLMYDYUA2II7GDE2WBFORV4YJUK7FDD5RSDVG6X,"3,125 ",,
3838,spam_score:,0,GAGTZZLFUMNI6YJAGS5OMZROPTC7F4XGYJWDEAYNGH5DL5A5F45ISZLR,"3,121 ",,
3839,spam_score:,0,GCRE3GTICJ67QJY4H67KZ7VN6JCH7OYLAF2Z7GJFVU2TKQ32JBBN6R2I,"3,121 ",,
3840,spam_score:,0,GC4UQBW333P6SN6OIZBPIRQITN72T6RUAL4HOE6LJVFHWFD5B6UFFVUH,"3,121 ",,
3841,spam_score:,0,GAYE3RLFKTF2KXDXTW6O42LKCDI2T3PMXOGNP2NYHJJTBWDFTUSNNHW4,"3,121 ",,
3842,spam_score:,0,GD4IOYJBGOKGGTCLT5YKV7NS5PVWJX2JKKAGBA3YHFCFLVWEWHUXWFT6,"3,121 ",,
3843,spam_score:,0,GBBYSNNDIQAXLZV6WM5A7YWN5LWQLK3BT6N6LLDOLJ3TBSCQGFDMPZWD,"3,120 ",,
3844,spam_score:,0,GAB5CJN4A6Y7HB43TM3KJXVEOTNM7P5GQBXB2Z7OHEGELNYSQKAQM422,"3,120 ",,
3845,spam_score:,0,GAYWTVYXHA2G7V556SGYJ6K7WB67SPUZDNQ5WNFSURITIQ4ZZ74NSDWQ,"3,119 ",,
3846,spam_score:,0,GBRU7DAPJRRXQSX4QKQSUQFDN7M4IFARELPC5YNCUDNO24WUPAIOKQJR,"3,118 ",,
3848,spam_score:,0,GCM47EZOCJF35KWEVDJ7BMDGAEUJTLG5ESPSXOOJYHQEI7YYNIUXEOGW,"3,115 ",,
3849,spam_score:,0,GBJPLLBFOSU2IKOVBMMP3PZOILHTKQT5UN2FSNQWBCQQXH4LBNZTL3X2,"3,114 ",,
3850,spam_score:,0,GBT5JCBTIER7555JHRWUXLSXNHQLTEP4LK6PJ332W5QXH7HMO5A4ILC6,"3,114 ",,
3851,spam_score:,0,GBEB4ODLZQXQ3LUZVFAIUYRTB5XXPKWVVU4AX75IP36YHPF3GLEUK6GM,"3,113 ",,
3852,spam_score:,0,GBQJ3JH3LR76E73TQY6VFZGYH7QVSMEWYR74WDYFQNFYVZMDOXXVL2AJ,"3,113 ",,
3853,spam_score:,0,GATOIZ2J2AZP3C7NPCJU5R6464HHRP6TSELKSB5YXKILORDBJMZBYMVD,"3,112 ",,
3854,spam_score:,0,GCZYGCSHG47US5LH7RLX3SOWAH4OYAFWXV5JMJCL6I3YBND5RNH53VR7,"3,111 ",,
3855,spam_score:,0,GBCW4MRDOYEJIWJFUPPJFU5QCZ7OEAPFUI5OPIVXWPO3TMWHE55U2HOZ,"3,110 ",,
3857,spam_score:,0,GAOC6AYCEVZ7J6W64KKVXYOJ6ND3TAUWRNDGVDPZUAU4TXZAE25NSDZ5,"3,108 ",,
3858,spam_score:,0,GASGWLYSJZVFFS4FA3P5AOAR7ZO76IA6KPKRQBP3VKDMAB6RC2NAG5WO,"3,107 ",,
3859,spam_score:,0,GAIUDJ3OKJHT4LZI2F676AOR6QPEHRAA2U6EP6BIR6EZ42AMMBGIVRTD,"3,107 ",,
3860,spam_score:,0,GD3N22KHRA4B7URLJHXZPFWPHZFSEVFKPKZDOOQL57OCJJWJOBGBDQSP,"3,106 ",,
3863,spam_score:,0,GD4AQVO66FQYXH5MXINHVJKFLKDL6R5KXQQFCTTIHK2HAEUTZ4VY2SIK,"3,104 ",,
3864,spam_score:,0,GCSZQO5WYWXYRA6DWLN6OWOLFJ6BTN2DKCPHLEHJT55I5MGZQKB43PTH,"3,103 ",,
3865,spam_score:,0,GCFGEMDOQQ7AHDOCGFKYWWVNUOHQXWTZEKXIFPEMKLEYY7Y7J4BLWTDL,"3,103 ",,
3867,spam_score:,0,GCQ3XQ557KD7JEUROXOUZNS5DGD3H6EKE3PHFMAQHHWLJSHJP2PQ23L6,"3,102 ",,
3868,spam_score:,0,GBNTECSU6KGLK3WCAPCYXQWPST4FB5DDZ5LI2NDKNSP3KJPTPW2WOLCI,"3,102 ",,
3871,spam_score:,0,GC3HGHVUTTF5MXJXALBYZHMSLMYHN7TD53MSMEKGFS7QPSFLWCPWOPDZ,"3,101 ",,
3872,spam_score:,0,GDPMGDMYKTWPI6JMDJC5A7SZFUKZCVOG2PXXC6SEBC7BHZ2OOSGR5JQE,"3,101 ",,
3873,spam_score:,0,GAHAR274S2FCZ3O5W6M2XRAMOVK2IGPP2UWI4KGRVHBIXUTP7FXLL2B5,"3,101 ",,
3874,spam_score:,0,GDDN3LU6TSZA7TJ62IEY4XSXYG7AVQR4MQCZQRRDCX3MWBINNK52FVC2,"3,101 ",,
3875,spam_score:,0,GAVKL4M37FLAJBNVOU3RBTIXSEJ3WHNN5FT5LWQ334DQNBK522JW3HLF,"3,101 ",,
3876,spam_score:,0,GDC664J2WVJJRLG6MO34FOHQPBNW444PXTP2GOAKWVZT6ELQYYLBA5XW,"3,101 ",,
3877,spam_score:,0,GARIVVNEJPQLHSVYZVMQ42QDVHTX52HIVRTEWWGZVKTCZJO5XSDVB4P7,"3,100 ",,
3878,spam_score:,0,GD4WKBOCXFACWL4KTFNL53CR7UW7PCZDAYENWPZQPBGIPZRW5FUTKMOB,"3,100 ",,
3879,spam_score:,0,GAAZQXSHXFDHL6C5JHQRAXLBB6OJ4FAZG6TZJWYAROLCEGO6WLUQUJ3L,"3,100 ",,
3881,spam_score:,0,GD7GQSZWOIT2CIKK4M75N7TZIJIAXPZBK5ZLP3PTHGVVTOFVEPSYWKJL,"3,100 ",,
3884,spam_score:,0,GC47UM6AISSZARCRSADU3ZXG4ECW6HSWQ7X565MKBKC77LM3J5HUP2XD,"3,099 ",,
3886,spam_score:,0,GBYFAKQ3KDUVRVYJMJSKQ6I2I7TRO24Q5XFTGWAKE5RD5JOSQYGAJBEV,"3,096 ",,
3887,spam_score:,0,GBQ2NHKHBOFW6D4SFCZHGYORDMR6PXZXR6M3ZF3V3SDCEUAZ7TXPZ7PX,"3,095 ",,
3888,spam_score:,0,GCA44T276WRDPHGBFFM7JORRA7NGUQRMHVAWSAJ5FFOWCTAK7GP33C5L,"3,094 ",,
3889,spam_score:,0,GCPUNF5IXA6UL7HSVPOWSXQOSB7J4BLEWGW4ZLKZZE55ZKOLX25DN3F6,"3,094 ",,
3890,spam_score:,0,GDDQ77SFGI3JXISLFGKPAZMOOV23RCYC63F6BJ4OUY4FWZZNBYZY6WU5,"3,093 ",,
3892,spam_score:,0,GA4RZYDNLJY34I5VI2HIHZ7Q6MM4UYOPCFNIHSJKULBLSGNJCKKYEELQ,"3,092 ",,
3894,spam_score:,0,GD5EUZRQSLL5RCSZMAA2P6O3EUEJBZFLMU3DDK2BYVFZUCWXOHL7R5UR,"3,091 ",,
3896,spam_score:,0,GC66RTL7XDPOTP2ZVNRYRAKZTUNDZA3KQAPYSQ6T3XZQIFJ4VOGYS3QR,"3,088 ",,
3897,spam_score:,0,GB3WF5B6UL7YANHXGJ2NPQMLYXMFNPWVPRQSSYOKO4Y6SWM2I2DHH2BD,"3,085 ",,
3899,spam_score:,0,GDTSYG5YONDDMQYCMUSYW4MYZCHTZGZ7RGDIGDMG3YA42FHQQSW2IXCU,"3,083 ",,
3900,spam_score:,0,GCPMAHSKHS22H2WK6QS3J4EBFYQD37L6U3FBQAXMRTGSN4NKJW6GZNGG,"3,083 ",,
3902,spam_score:,0,GATCH3AYNY47BGXH6CXGUOTRX2CW7EVZTR67EELZMFODA65SMYYBROPI,"3,080 ",,
3903,spam_score:,0,GDZFD3I3FB4ODAIWTZNOUF3ITQOEH7PZLITGXDRQXLFDBVHAR52EW4XQ,"3,078 ",,
3906,spam_score:,0,GBTFXUQFPA6YXKQJ4AKE3L3XB3AKNP7UTJHW75XQTA43BND5I5OJKJYO,"3,077 ",,
3908,spam_score:,0,GC4IWQMXKOAIJMCXZPJYOGGIHJ3JVITLYDT24AZADTWB7OBTQIWAGNS4,"3,076 ",,
3910,spam_score:,0,GDY6MXRYC7IKUQ6WM5NFFAEN3JW4OPWDGTFKSSRXKERZWJCX5Z7TUWDB,"3,074 ",,
3911,spam_score:,0,GBETIUOXIPRAIOCGARSW4VYRHVXWLRLA4JGTNSDIHIQQZRAQ7DR6JF4I,"3,072 ",,
3912,spam_score:,0,GDOD3U5MYRIFGNGX5NKNP33HHCUNN4FDKPECYESOGWPEHFP5I55A357Y,"3,071 ",,
3913,spam_score:,0,GD3UR723RGCSFD4G54TZ2OJQCUXMVOXPVRAK3MYIMRGTJAIGJGUQFITX,"3,071 ",,
3915,spam_score:,0,GDDAUVTC6PFFEVL3MMULCKTFF3HQZ7A7AF2AJBL3L53Y6KHXVVUAQHRE,"3,067 ",,
3917,spam_score:,0,GDK2I5YLJ4UE6QN4EDGSK7UWXRHAKFPJKDMJEDLDPHJH5SDPVWK7J2FU,"3,066 ",,
3918,spam_score:,0,GBTS3M6PDM32UU6QMV4W2E5DUE7MTS3RYGMT5HTQUMTJBXJMU4WD6V4M,"3,066 ",,
3920,spam_score:,0,GCD5TZV5PESP2NFTYQN43U2VOETZSAOJIUULWY3DZJJFK7JZIOLS5OAJ,"3,064 ",,
3921,spam_score:,0,GD4YWDEQNHE64EUDDLQ74732KV5V6H3ZK3G6D7OXVESMMDN2JDIKKXII,"3,064 ",,
3923,spam_score:,0,GCP7MKWDWP5GI4677XJRST3C6SFOCDU4B24T4XAI3RQ7DRM2BHUFO2LL,"3,062 ",,
3924,spam_score:,0,GCPX4CPKRXS65TPMJX4XOPXD7FALL33G3Q5GK2G6CXTAL2PQRBMCKBS7,"3,062 ",,
3927,spam_score:,0,GB6GAQC53ONLYTUCTLVMOLHYRC7MMWHKGFJC2COF6QMPTX3E24XDXUKI,"3,060 ",,
3928,spam_score:,0,GCYA4EBPWOLATPQK2GF2CWZQU3E5IRRVWZIEBLA4BOPHNSXSTYLGLXXJ,"3,058 ",,
3929,spam_score:,0,GDEYPZONAFEZI7N3DN4YTVP73USO3XIUFBTMPEXOO7DKAEM3BJ7IAV5Q,"3,058 ",,
3930,spam_score:,0,GAHECYQ3HTKBPFOSKVH5INE3LCSBTH4GA5D6PZONQGLZAS5HZIDW4ES2,"3,056 ",,
3931,spam_score:,0,GCZPKRBULKYBAMPG6SLAU6AXCYS356LRZZMXDNGUVX5B4ILGKFRYCQPG,"3,056 ",,
3933,spam_score:,0,GC5ZRE2MVWAUPCLDVCVH5ZGK2KYMTKR75H23WYKT2OFEAKQEDE65E5UQ,"3,052 ",,
3934,spam_score:,0,GDZW5FV3BDIKZO5IWE4YEPDD44J3DAQGBILH74FOB33E27BNVWUKBXHY,"3,052 ",,
3935,spam_score:,0,GA3MMOU7YQKWXNPFDMYTIVA6CY6IU3CH4TMXFT6VVYJPR55JRM6SGVKM,"3,051 ",,
3936,spam_score:,0,GBJG44GB4EACE5TGWTG52BNGTA5FLVI6FNA6BPPHU3QN3VP77F2KDQ3J,"3,051 ",,
3937,spam_score:,0,GCAUHBAOROR7KGN37TQPVLV4HKRUMOJ45CG42EWTYNK6NP474LQ7FEYF,"3,051 ",,
3938,spam_score:,0,GCSJ65OINVK57HMF76P7EKBMXM7F2CBM7YW2NLV2GLONKC6OXGM2LBPU,"3,051 ",,
3939,spam_score:,0,GBBDAM6UI6LIWMMFOG4AG7BQR5O7T2OU6AGVQFXDBPCPQTCNLZEIR4EX,"3,051 ",,
3940,spam_score:,0,GBU7HWE6IEGCB2MTLNHF4XT2PBM4LNEKIU56JETRGKOSSWQJXSJHIRN4,"3,051 ",,
3941,spam_score:,0,GBUVRGD6GVAVFECRMXLHPSVY4VKMII2VNBVSLLEDZMBF6YYS23DD6DYD,"3,051 ",,
3942,spam_score:,0,GBAFSSNZ5C4SSVHDZLXNNUEBCPTR2ZPHVJ6VCM4VK33ITYN4EKY26IMY,"3,051 ",,
3944,spam_score:,0,GDK4GVRA345XZHO4VLNJG266QTSMOVCQUANJJJA7MFNCGFCDZJ44OYCC,"3,050 ",,
3945,spam_score:,0,GARXW3DEC6OR6FR2TPX2NJJUKAHJ32QKZQVDI7GTRTEMTOMODP7ELQ77,"3,050 ",,
3946,spam_score:,0,GD2O3CQJXQV36WODQIEJ6MOHUY23RASBYBBYEJQPQ3QIGGGV4MCYAPO6,"3,050 ",,
3947,spam_score:,0,GB33Q53J6DNVRABASRL6MBQVNFLTOTLRFHJNVDSW3W3WYSL3BYBYCYAE,"3,049 ",,
3948,spam_score:,0,GCGN574G3QD37ZWSXZL3VTJROBBR4ESP3U32P4D3O6CNND6CDDHN3N7K,"3,048 ",,
3950,spam_score:,0,GABPMTL7PXUKH3YZQ6M5TP7TGTCCMUGKDOBCRI6C7NUHXTNZQOVNM7VS,"3,046 ",,
3952,spam_score:,0,GDN2FV5HQYQZZOCAZ7YXAEDD6VGHDQBJY2HLDRNAANJAHTMJDRTDTTEX,"3,045 ",,
3953,spam_score:,0,GD2DH7OLAZKAGFBLYUJ7TAF75VDLSSTSKGGX4HUABOC772SH4GDCQ267,"3,044 ",,
3954,spam_score:,0,GB56YOU2B3RHKWKYJ2PGAIYS5LKWSHIWGLREQXZ2FDIFU4YCWG4A4ARK,"3,043 ",,
3955,spam_score:,0,GDRIWA4NQ5WAAX34LWKOF5W3WNVJY2MLVT26E2NO23UWGY2QXYFEOGN5,"3,042 ",,
3957,spam_score:,0,GD6QWQ3PONUAMGT5MX7IS6U7DPDPTYPJEQQH3PHNC2QACKPIDKJUIEPT,"3,041 ",,
3958,spam_score:,0,GAZEB2XE6IKSLZCXEKULF7ICFVMQ4MTFNEZXYUB756CXOTLB55WQNG3T,"3,041 ",,
3960,spam_score:,0,GDSC6TXF3T6BXJSWBP7MIHQ7JKNQ4CC2SKCGFKZWWBSWSGKP6TIHTJTD,"3,039 ",,
3962,spam_score:,0,GAJDJANV56EALGYWFYBDXE42PTVJW2N4H44XVRKLDLKL33BGAWRDS76H,"3,038 ",,
3964,spam_score:,0,GBTLFPYGZF6QMNWGFY7VET5SMUQCDCRKZ4AKIPEA6MOOWZCSGPA2OSTY,"3,037 ",,
3965,spam_score:,0,GC4YP7YU7OASFVMHXFHI7OQAOLGYEYCZHFY6J45TVNVJ3BA6WPW6HZVH,"3,036 ",,
3966,spam_score:,0,GDPNZ7AUF7IPIDW653H7IANSG3QDIGJJCM6GRFAK562HLCMJV7VJFI56,"3,035 ",,
3967,spam_score:,0,GAQPZ36FCOVZCGBVANQWPA6NYQO2SHNVXT5FI7Z2RUUWTUZ7QMWPQBHO,"3,035 ",,
3968,spam_score:,0,GD3PTPUNTKTCCUCZUZW3L6CTEIORKXSTPWCRTLSWC2L5G5RPG56UEBC5,"3,034 ",,
3970,spam_score:,0,GDKHFX3FQYPPEYM7C3MQPWGERD6D4IWSHVRMRUP7GDRQDOY4ZTXFVVBX,"3,033 ",,
3971,spam_score:,0,GBC4ZOUSNUL4TPGJXY56ZKWI5OFWUWCOVKA7FVUVIDU6MUKD7QBOHY73,"3,032 ",,
3972,spam_score:,0,GA4FZWUMRDNJYH56RXJG4TFXFWPI2M3AIX4BCUISYOY36GG7GKZ6VMRL,"3,031 ",,
3973,spam_score:,0,GCYCC5HUTEPWDOCJCS3D3OJ5BBYQTPAPKLDGEPH3JFWGZQZIUVPBXWQ4,"3,031 ",,
3974,spam_score:,0,GBGSMG4BDYIBQVLZMVC33OD226NZRHNTP225CJE3QXG4FJRPTLUZTOY6,"3,027 ",,
3979,spam_score:,0,GBX5EFEBPEAL72TIN3EZ5LGIUP2CXLIYSD5JURKRREKDLVAM4VIJHLD2,"3,025 ",,
3980,spam_score:,0,GAGBLTB3C6HCD2TPFEJDSC3NE2HE2Z7L3XNHDDE6V5R5OFU4YWZ6HZ63,"3,024 ",,
3981,spam_score:,0,GCSROP27TAUPW2P6Q45CDHSGSPGBWUJMAAZVN54AH22AZWXSU3KIFTDY,"3,024 ",,
3982,spam_score:,0,GCBR2SO3OXWHN3OAIYLEF36JYM6VR5QN3LITM62RXRWZII7F3QR65A76,"3,023 ",,
3983,spam_score:,0,GCGAUWAMCAGK32Z6SJJD6QCZDPSBCHPFSCE7U5WSPNOZA62Y742MWFM7,"3,023 ",,
3985,spam_score:,0,GBECKVCR3Y3SX4OVERZK7JWOPGZSNJZGAH6EPVCSR26E5SBMZ3K3RFDA,"3,021 ",,
3987,spam_score:,0,GA24LSMQTTEWIRU54IUNLDVMREYJLWQ4FNGFN454GAPTXD3HHEGKNSO4,"3,021 ",,
3989,spam_score:,0,GDOBV4LEOGJSBG6U5MRMZMRLXALQLLDDQKM2CJLIDVM4UU4CWHCLLFJR,"3,020 ",,
3991,spam_score:,0,GBVXM7SHIBN4G3WOE5Y7SSW6KZE66AMZ2J2GGFIRSZ44EPDNHIUYHKVU,"3,019 ",,
3993,spam_score:,0,GAO7RDYWL5DOYPVEAQ53WRFGDGF46IX42T2Q5XQ4KZ5CULDZD6FUTPRZ,"3,019 ",,
3994,spam_score:,0,GB545RWTE4MOWNS6PXURLALBWUMESOFBIMHLZIXZ7GETCOC6HCA52JD4,"3,018 ",,
3995,spam_score:,0,GCK7TVGACGCAWAAAVVWIT77LILPY2OGHBAXU6CO3TIG6HGA3IQP7MEUG,"3,018 ",,
3996,spam_score:,0,GDFP4L2F3UPAHIMUKF6S3AD655NU5YNYKHWAEGNJZLETHVTCLR4IMGHN,"3,018 ",,
3997,spam_score:,0,GAAS53KTIGMQILFSOU3DXCIBSYWKIKNA4AKDORJYYVRTHLXZSBDQNYT4,"3,016 ",,
3998,spam_score:,0,GAN2PAQ6KJBR5IS7PFBSFUZVZUFQVV2KFL2PZVTQ3BVC3ZG6ZCXJ3QAC,"3,016 ",,
4000,spam_score:,0,GDX6H4G5IECUVUJ66HDDL6IBRQ4727RJMIXCWVLXRB5KJG62PD6ILFDP,"3,016 ",,
4002,spam_score:,0,GAVE7AIZ7CKNBNCMKLEERNBONIZJNKVFZXRZSNZFQMILO2L3C2K5TPRQ,"3,015 ",,
4003,spam_score:,0,GC3LS2MFFIAMO364ESMI33KR5YBSOO3WXTXNQV22J2DTXBW7GPFEBTE4,"3,014 ",,
4004,spam_score:,0,GAYNH3KODLWXCOQGB2SNNLZM6NCB7JZ5FXB6HR2BKIG6HRVLBZSXOOLR,"3,014 ",,
4005,spam_score:,0,GDDMBIXGIUIDGVNZ6X7TKQEUTSK4YQNX2MBZIQU2YU4OFXNJXKOJK5XB,"3,013 ",,
4006,spam_score:,0,GBC4YGFVAVMYSICSLLDO2YDWGRQBTRH5GV7DYBJUM3PMK7HDQKW6DPUI,"3,013 ",,
4007,spam_score:,0,GDTZJLFF47I42EUAYO3VUGOFA2YSUQ5JBX5R3DTWNFNOXE4AXX5ISSSL,"3,012 ",,
4010,spam_score:,0,GDBALFDDNSYSECFOC7RUCXBC3J2F2QY2UEE2SCDR5APQJB65TZYZEXOJ,"3,012 ",,
4012,spam_score:,0,GC2PJBF35KJ2DGEBBBTWFMZCU7AO55TCUON7HJZ4HPOWXDV2PCQ2KOWS,"3,012 ",,
4013,spam_score:,0,GAXGX752U4DUMZOZO2CX7HNJIVZ7MJIQVBS6SOKORFPUUWYPOJROG5EJ,"3,011 ",,
4015,spam_score:,0,GCM7FG2ZJENLXTU4T5GSKGTVOKGWRXNROD5SL6CKF35RUEVDRZ2D3GZL,"3,011 ",,
4017,spam_score:,0,GB6KLL76MLBR3YJJ2HSLBUHW56YMXRTEPGD4OQG7DSMHIWERE2HVFW5W,"3,010 ",,
4018,spam_score:,0,GB4N6LR5HDDJRSRMQO7LJ4LIWGBMMC2CHFVIR2IPS4KZNFKQOQGAKPIO,"3,009 ",,
4020,spam_score:,0,GDULDXAQCTAVDY3P2G4EZRFSSPMAQM3I4DGDVXNVTXMFWDJ32HPOHCZN,"3,008 ",,
4021,spam_score:,0,GBBGN2LL4BTWYYW6VXF5FCFNZBQFATP664SCDHG63YXR4LFEO44QNFT6,"3,008 ",,
4022,spam_score:,0,GCNY2Q23X5EUUM2UTVCE7LQ4QT7Q636FT5WR7WACS4NK2D3U4OWYC4PU,"3,008 ",,
4023,spam_score:,0,GALYDOAYS6VFJVFS2SJMK7QORTFQJG6X4JMIRBN3Q6UZ72TR3V6HLNJO,"3,008 ",,
4026,spam_score:,0,GBT5GNXW7XHRXN25P6GDPVIFMPJV3UG6P47XGBUNSGVF7IK5OFSWZVOT,"3,007 ",,
4027,spam_score:,0,GAKZ3YSOVUPDATOASZAO4GGXLKW42XZP4FDXWAA6VJCKRLWZACWZ35ZR,"3,007 ",,
4028,spam_score:,0,GAREO2OZNJV6EBN2WGHQ6ODSK5HMHHUR4JGKRDZW7ZLLMRCV2NJB7EF6,"3,007 ",,
4029,spam_score:,0,GDCQJZGLOT3LLS46PHE36WZ3R6R7WQ5FN5RG2D4OXPKKZCKVGMJOB6WG,"3,007 ",,
4030,spam_score:,0,GDEYWHFKF6RWAMO65UW5ZOUBCJQNW5D7NI5BJ7UDSKNBIXEIM5WZNOTR,"3,007 ",,
4031,spam_score:,0,GAHNWQAG75YJ7YBOLOTG2OMZH4AIZA2UAHZXVAJLUSFGI7BQKU22H27A,"3,006 ",,
4032,spam_score:,0,GCMHFCFDOG7PJOZVFQZY5KIUSFW4IWVW3WPKWCGHIRG3HBM7GKXFXCY3,"3,006 ",,
4034,spam_score:,0,GD2IMTGBFC3MR7343DDYZ7HMNRPIL5LDNRJZINBT2FNN5LNLAHZPIU6C,"3,006 ",,
4035,spam_score:,0,GC6WTYZKDCEHXGH5E2D35DYKKB7HG32GHFNB7VN4NAEQCUHLAUSXHUVL,"3,006 ",,
4036,spam_score:,0,GD4KKMIKQ2MDPMB5T23BPS7TIKAFNVWXY4UWC33L5EFKMTIICHQWUA4V,"3,006 ",,
4037,spam_score:,0,GA2W2CJ3ZQQUZGXENQZR4FCF26F7JGDGQJIDQ6SG7HMCS3XENTWZ27UQ,"3,005 ",,
4039,spam_score:,0,GDEHTNTJ6ZGKVKGVXZTBTPNGNJEIZSCJI7BLFY76VDO2CISOE373OQTF,"3,005 ",,
4040,spam_score:,0,GCGWYEQPRFBWLNSBXINMFLTZSDQKHD7VCXISPITME2JX6J4PQFU3THMR,"3,004 ",,
4041,spam_score:,0,GDDK2REL66WZEK2LGPGV56AQWQCKQQRR7XAZ5JKXRTPLFENCH4E7AW6O,"3,004 ",,
4045,spam_score:,0,GDJWAWCV7DQE74WAP7YL75HSTSGTX3QAMQ3B75YYA4QRMGSO4HJMTT4D,"3,003 ",,
4047,spam_score:,0,GD65T5XJLDNFMNFHKCZTTDJMC47HKOHVNFP47HECFF6J2M6R3QTGNXQW,"3,003 ",,
4048,spam_score:,0,GDYIDDZOI4TPUDVMIIIGXL76IQPZNOTQ5BDKR6QK3PY32OIUTKDAIFBI,"3,003 ",,
4049,spam_score:,0,GAEIFBPHIX5XERVBQ6NZ2F5V4J4QWVLMATSI7AAA6OOOLBOEBULTMANV,"3,003 ",,
4050,spam_score:,0,GAABQZM2W524GJV2SOFXRM2KAPFT6PWXRB7UQD4TTTZPX3IOTLSVHR2Y,"3,003 ",,
4051,spam_score:,0,GBQ4XLKLNERHDJHX662X3P7CPPFZVLEDY4RE6FLOKRZ7JOUXJA3Q4NXR,"3,003 ",,
4053,spam_score:,0,GAYZIZAHAIR7XBJYTZKZTSHLD3LRALG5ASQQVO2URSBTTXS33V2SDQWT,"3,003 ",,
4055,spam_score:,0,GBKKDEH4OMFZSWTZUYU4WA6TK55HWTRPEIAD4GGGGDDOV5RK53KPT5QP,"3,002 ",,
4056,spam_score:,0,GCEOTOS33W6QDFL5O2R5GYPPSZYR5VTJM5PYTNVI6IYH3QMXJ223ENSD,"3,002 ",,
4058,spam_score:,0,GCTQ5E2W5GUMVNYUHA6I46HRBTVASXHVVGVR55S22OLKA32XCFWAUIBG,"3,002 ",,
4059,spam_score:,0,GCFERUMZLF25DJPCEGHTDTEUASZN7YDQABGL23LMDQUGO24OK6AD46QY,"3,002 ",,
4060,spam_score:,0,GCPD3HBBCL6M57XV5GVAQ3C2RQNX4MAPLS6PKYS6SLFHK6DS6SOYD337,"3,002 ",,
4061,spam_score:,0,GCAXLXTNJSCWYXEE7K7O2BS4LJ4P264ICTUTE5JJPPJC3OMJMWC3SUB5,"3,002 ",,
4062,spam_score:,0,GAHNY652A3NRQGW42LXM5WGX6V4MAA6CX2ZKNJJVGWCBGXQSEAJLZ44K,"3,002 ",,
4064,spam_score:,0,GDCTP4FS4XRS2E5ODBFJJY3AORCVSGR23A6R4SAHVUY6UOAGFFUMQZ5U,"3,002 ",,
4066,spam_score:,0,GDJL6W246TDM4DV4RHCADTDZHAJ6EG5D33ODTPVCMZF3BWXU7KFK2HKJ,"3,002 ",,
4067,spam_score:,0,GDAI6TBM6T7UDFZXWTFXMVHA4MQSNVLNKLCV22X2J5G6Z7ZLEAK63ZCN,"3,002 ",,
4068,spam_score:,0,GBI4TFRKZN2PZIJZSBINCKVQNHUTJ3ZTPVYVVKCTMIQ3PWIO4I54VSOK,"3,002 ",,
4070,spam_score:,0,GBCKQU2YEMKTMDZ7N7F6BKVV3Z6PI7TN7IBQH7OBDM76MH3DFG65QPVM,"3,002 ",,
4071,spam_score:,0,GD633VIIBMLKQPH3TJ4MYMEFRS6X7IPA2OZFBVRG5UWZRSEPMLL5TLFG,"3,002 ",,
4073,spam_score:,0,GDTLLHRYUOYJLQCUEYCDQEKGV7ABI2BT3YWOVHAGERLIQTV7WEDB7K4E,"3,002 ",,
4075,spam_score:,0,GBKVVEMERPPB65IQS2LD4XUQI2MPHN3C3CZ36J3DOCFSUT5WJ23EFQOL,"3,002 ",,
4076,spam_score:,0,GCOYEWCQBGJ2GSIDAKOTSMCBEGADVETSRZ5L5QOBYNNXYANQ2DCHAJUQ,"3,002 ",,
4078,spam_score:,0,GCXVMWSAWRWPDRVGT6FSQ72S4X4SFBEFSL6CDUGLFEPC6WIZ3MSZ4W7M,"3,001 ",,
4079,spam_score:,0,GAN7T4RIB45LWMDF6M6HHXVUQ2BMLNMFBXPDPDD2ZGSLMHMW4MSZBSL4,"3,001 ",,
4081,spam_score:,0,GAWVCLKSJXJUONRDJAA7XAQVOWWTD5DP5LPKM3TTKST7OZ4FWB4O6FV5,"3,001 ",,
4082,spam_score:,0,GDIIUOLIBQ6W6L7N4J2OEQAGBFK42M3HYHDI5KYPDJDR5Q35LNBWKTJM,"3,001 ",,
4083,spam_score:,0,GABNA6NFUNLEILSQNKMFBNCRCTA53K6IVQAIJ7RMRSBFOFZSEAUJAO4J,"3,001 ",,
4084,spam_score:,0,GA4CDLQHLPF5HVIJA5GWSLOBITOOARUUEXRBSSKSYRX7TLM3LFYRQ27F,"3,001 ",,
4085,spam_score:,0,GCLC6IU5Z26Z6RYCXA6WKPI4Q7IQALTGGKTS7JJ5BKSSKSFHE2VXYAN7,"3,001 ",,
